石家庄
,,110102,风景名胜公园广场动物园,太原动物园暂停营业,东山马路2号
,,110101,风景名胜公园广场公园,学府公园,山西省委党校对面
,,110101,风景名胜公园广场公园,东山五龙生态森林公园,北营街道二许线东山五龙城郊森林公园
,,080601,体育休闲服务影剧院电影院,恒大嘉凯影城绿洲店,真武路69号
,,100102,住宿服务宾馆酒店五星级宾馆,湖滨国际大酒店,青年路5号
,,100104,住宿服务宾馆酒店三星级宾馆,钱江大酒店,亲贤北街97号近并州南路
,,100103,住宿服务宾馆酒店四星级宾馆,海外海大酒店,迎泽大街236号
,,060101,购物服务商场购物中心,华宇购物中心开化寺街,开化寺街87号
,,100105,住宿服务宾馆酒店经济型连锁酒店,全季酒店太原市政府店,西羊市街48号
长春
,,110102,风景名胜公园广场动物园,长春动植物公园,自由大路2121号
,,110105,风景名胜公园广场城市广场,文化广场,新民大街与解放大路交汇处
,,110105,风景名胜公园广场城市广场,人民广场,人民大街中段
,,110101,风景名胜公园广场公园,南湖公园,工农大路2715号
,,080601,体育休闲服务影剧院电影院,长影电影院湖西路店,红旗街长影制片厂
,,110202,风景名胜风景名胜国家级景点,净月潭国家森林公园,净月大街5840号
,,100103,住宿服务宾馆酒店四星级宾馆,君怡酒店,修正路811号
,,110101,风景名胜公园广场公园,长春公园,皓月大路1411号
,,120203,商务住宅楼宇商住两用楼宇,万达广场3号楼,红旗街616号万达广场
,,100102,住宿服务宾馆酒店五星级宾馆,长春中日友好会馆,自由大路4288号
,,060102,购物服务商场普通商场,力旺广场,前进大街旁
,,100105,住宿服务宾馆酒店经济型连锁酒店,全季酒店万达广场店,同志街119号同志街与新华路交汇处人民广场地铁站附近
,,100102,住宿服务宾馆酒店五星级宾馆,长春凯悦酒店,人民大街3233号
,,100102,住宿服务宾馆酒店五星级宾馆,华天大酒店长春店,景阳大路2288号景阳大路与春城大街交汇
,,060102,购物服务商场普通商场,欧亚商都红旗街,工农大路1128号
,,110202,风景名胜风景名胜国家级景点,长影世纪城暂停营业,永顺路路北
,,080601,体育休闲服务影剧院电影院,完美世界影城中东店,东环城路9889号东环不夜城4层
,,080101,体育休闲服务运动场馆综合体育馆,南岭体育场,自由大路35号
,,080601,体育休闲服务影剧院电影院,万达影城重庆路万达广场店,重庆路1388号万达广场F4层
,,110101,风景名胜公园广场公园,劳动公园,岭东路465号
南京
,,110202,风景名胜风景名胜国家级景点,夫子庙,贡院街152号
,,110202,风景名胜风景名胜国家级景点,总统府,长江路292号
,,060101,购物服务商场购物中心,南京新百,中山南路1号
,,110202,风景名胜风景名胜国家级景点,中华门,中华路
,,110200,风景名胜风景名胜风景名胜,中山陵园,石象路7号
,,060101,购物服务商场购物中心,金鹰国际购物中心珠江路店,珠江路1号
,,110200,风景名胜风景名胜风景名胜,老门东,夫子庙街道剪子巷63-2号
,,110105,风景名胜公园广场城市广场,南京站北广场,龙蟠路264号南京站
,,060101,购物服务商场购物中心,德基广场,中山路18号
,,060101,购物服务商场购物中心,鹏欣·水游城,建康路1号
,,110202,风景名胜风景名胜国家级景点,高淳老街,中山大街1-181号
,,110101,风景名胜公园广场公园,古林公园,虎踞北路21号
,,100102,住宿服务宾馆酒店五星级宾馆,南京金奥费尔蒙酒店,江东中路333号
,,080601,体育休闲服务影剧院电影院,万达影城新街口店,洪武路88号印象汇4层
,,100102,住宿服务宾馆酒店五星级宾馆,南京国际青年会议酒店,邺城路8号
,,110102,风景名胜公园广场动物园,红山森林动物园,和燕路168号
,,110101,风景名胜公园广场公园,鼓楼公园,北京西路1-1号
,,061000,购物服务特色商业街特色商业街,珠江路创业大街,[]
,,110202,风景名胜风景名胜国家级景点,南京明文化村·阳山碑材,汤山街道古泉村
,,061000,购物服务特色商业街特色商业街,南京1912街区,长江后街8号
杭州
,,110202,风景名胜风景名胜国家级景点,杭州西湖风景名胜区,龙井路1号
,,110202,风景名胜风景名胜国家级景点,灵隐寺暂停营业,法云弄1号
,,110202,风景名胜风景名胜国家级景点,宋城暂停营业,之江路148号
,,110105,风景名胜公园广场城市广场,武林广场,体育场路208号
,,110202,风景名胜风景名胜国家级景点,西溪国家湿地公园,天目山路518号
,,110105,风景名胜公园广场城市广场,吴山景区吴山广场装修中,延安南路1号附近
,,060101,购物服务商场购物中心,万象城,富春路701号
,,080501,体育休闲服务休闲场所游乐场,杭州乐园,风情大道2555号休博园内
,,100102,住宿服务宾馆酒店五星级宾馆,浙江世贸君澜大饭店,曙光路122号
,,110202,风景名胜风景名胜国家级景点,湘湖国家旅游度假区,湘湖路132号
,,100103,住宿服务宾馆酒店四星级宾馆,杭州星都宾馆,文晖路448号
,,110105,风景名胜公园广场城市广场,西湖文化广场,环城北路47号
,,110202,风景名胜风景名胜国家级景点,东方文化园,义桥镇杨歧山
,,080101,体育休闲服务运动场馆综合体育馆,黄龙体育场,黄龙路1号
,,100102,住宿服务宾馆酒店五星级宾馆,杭州香格里拉饭店,北山路78号
,,100102,住宿服务宾馆酒店五星级宾馆,杭州黄龙饭店,曙光路120号
,,080101,体育休闲服务运动场馆综合体育馆,黄龙体育中心,黄龙路1号近曙光路
,,060101,购物服务商场购物中心,杭州西溪银泰城,双龙街与崇仁路交叉口西北角
,,120201,商务住宅楼宇商务写字楼,阿里中心·杭州Z空间,西溪路556号
,,110105,风景名胜公园广场城市广场,和平广场,绍兴路158号
合肥
,,110103,风景名胜公园广场植物园,合肥植物园,环湖东路123号
,,110100,风景名胜公园广场公园广场,明珠广场,金寨南路
,,110202,风景名胜风景名胜国家级景点,翡翠湖风景区,翡翠路合肥工业大学翡翠湖校区西门对面
,,061001,购物服务特色商业街步行街,淮河路步行街环城东路,北含山路
,,110105,风景名胜公园广场城市广场,市府广场,淮河路266号
,,060101,购物服务商场购物中心,银泰中心,长江中路98号
,,100102,住宿服务宾馆酒店五星级宾馆,天鹅湖大酒店,东流路888号
,,110200,风景名胜风景名胜风景名胜,合肥岸上草原暂停营业,环湖北路
,,110101,风景名胜公园广场公园,蜀山森林公园,玉兰大道8号
,,100102,住宿服务宾馆酒店五星级宾馆,白金汉爵大酒店,徽州大道5111号
,,060101,购物服务商场购物中心,明发商业广场,四里河路88号
,,110102,风景名胜公园广场动物园,合肥野生动物园,望江西路600号
,,110101,风景名胜公园广场公园,天鹅湖体育公园,怀宁路与天鹅湖路交叉口
,,110202,风景名胜风景名胜国家级景点,合肥滨湖国家森林公园,环湖北路
,,110101,风景名胜公园广场公园,瑶海公园,新蚌埠路与北二环路交叉口
,,071400,生活服务洗浴推拿场所洗浴推拿场所,蓝鲸湾国际水汇,长江东大街277号闽商国贸中心C座
,,100104,住宿服务宾馆酒店三星级宾馆,隆岗大酒店,合裕路1477号隆岗路口
,,060101,购物服务商场购物中心,万达广场天鹅湖店,南二环路3818号
,,100102,住宿服务宾馆酒店五星级宾馆,世纪金源大饭店,徽州大道5558号
,,110101,风景名胜公园广场公园,古逍遥津,寿春路16号
福州
,,060101,购物服务商场购物中心,宝龙广场,工业路193号
,,110202,风景名胜风景名胜国家级景点,福州国家森林公园,新店上赤桥
,,110105,风景名胜公园广场城市广场,五一广场,古田路32号
,,110200,风景名胜风景名胜风景名胜,皇帝洞风景区,日溪乡梓山村
,,061000,购物服务特色商业街特色商业街,学生街,程埔头近首山路
,,110102,风景名胜公园广场动物园,福州动物园,新店镇赤桥村新园路100号
,,110101,风景名胜公园广场公园,西湖公园,湖滨路70号
,,110101,风景名胜公园广场公园,福州花海公园,南江滨西大道附近
,,100103,住宿服务宾馆酒店四星级宾馆,锦颐大酒店,五一中路132号
,,100102,住宿服务宾馆酒店五星级宾馆,世纪金源大饭店,温泉公园路59号
,,080601,体育休闲服务影剧院电影院,万达影城世茂·星天地店,广达路168号世茂百货B1层
,,100103,住宿服务宾馆酒店四星级宾馆,福州大饭店,斗东路1号
,,100103,住宿服务宾馆酒店四星级宾馆,福建闽江饭店,五四路130号
,,110101,风景名胜公园广场公园,左海公园,铜盘路29号
,,060101,购物服务商场购物中心,万达广场仓山店,浦上大道272号
,,100103,住宿服务宾馆酒店四星级宾馆,山水大酒店,省府路13号
,,100100,住宿服务宾馆酒店宾馆酒店,宏亮花园酒店,浦上大道208号
,,110202,风景名胜风景名胜国家级景点,石鼓名山,鼓山路
,,110101,风景名胜公园广场公园,金鸡山公园,金鸡山路60号
,,060101,购物服务商场购物中心,王府井百货,温泉街道五四路128号
南昌
,,110202,风景名胜风景名胜国家级景点,滕王阁,仿古街58
,,110104,风景名胜公园广场水族馆,南昌海洋公园,北京东路1984号
,,110105,风景名胜公园广场城市广场,八一广场,八一大道
,,080601,体育休闲服务影剧院电影院,中影银河影城,施尧路1111号水榭公馆3层
,,110204,风景名胜风景名胜纪念馆,南昌八一起义纪念馆,中山路380号
,,110105,风景名胜公园广场城市广场,南昌站东广场建设中,工人新村二路
,,060101,购物服务商场购物中心,万达广场红谷滩店,会展路999号
,,110100,风景名胜公园广场公园广场,樟树林文化生活公园,佘山路66号
,,110101,风景名胜公园广场公园,八一公园,民德路106号
,,100102,住宿服务宾馆酒店五星级宾馆,南昌香格里拉大酒店,红谷滩新区翠林路669号
,,110202,风景名胜风景名胜国家级景点,梅岭国家森林公园,052县道
,,100105,住宿服务宾馆酒店经济型连锁酒店,汉庭酒店南昌滕王阁店,抚河北路59号滕王阁旁
,,061001,购物服务特色商业街步行街,VVMALL潮玩天地胜利路地下商城,步行街168号近叠山路
,,110101,风景名胜公园广场公园,人民公园,福州路96号
,,110101,风景名胜公园广场公园,环球公园,玉屏东大街258号
,,100103,住宿服务宾馆酒店四星级宾馆,滨江宾馆,爱国路216号
,,100102,住宿服务宾馆酒店五星级宾馆,江西宾馆,八一大道368号
,,100102,住宿服务宾馆酒店五星级宾馆,南昌力高皇冠假日酒店,沿江中大道266号
,,110102,风景名胜公园广场动物园,南昌动物园桃花南路,桃花南路1288号
,,080302,体育休闲服务娱乐场所KTV,方糖量贩式KTV民德路店,民德路415号近原经济大楼
济南
,,110202,风景名胜风景名胜国家级景点,大明湖景区,大明湖路271号
,,110202,风景名胜风景名胜国家级景点,趵突泉,趵突泉南路1号
,,110200,风景名胜风景名胜风景名胜,大观园,经四路
,,110105,风景名胜公园广场城市广场,洪楼广场,花园路120号
,,110202,风景名胜风景名胜国家级景点,九如山瀑布群风景区,西营镇葫芦峪村
,,110202,风景名胜风景名胜国家级景点,济南市环城公园-黑虎泉,解放阁脚下护城河南岸
,,110101,风景名胜公园广场公园,泉城公园,经十路106号
,,110105,风景名胜公园广场城市广场,济南火车站-北广场,济南火车站
,,060101,购物服务商场购物中心,万达广场济南高新店,工业南路57号
,,110200,风景名胜风景名胜风景名胜,济南国际园博园,大学路3366号
,,080105,体育休闲服务运动场馆足球场,奥体中心体育场鲁能大球场,龙洞街道经十东路
,,110101,风景名胜公园广场公园,五龙潭公园,筐市街18
,,110101,风景名胜公园广场公园,大石崮森林公园,012乡道东50米
,,110101,风景名胜公园广场公园,中山公园,大观园街道经三路132号
,,100102,住宿服务宾馆酒店五星级宾馆,山东大厦,马鞍山路2-1号
,,120201,商务住宅楼宇商务写字楼,世茂广场,泉城路26号
,,100103,住宿服务宾馆酒店四星级宾馆,舜耕山庄,舜耕路28号
,,080101,体育休闲服务运动场馆综合体育馆,山东省体育中心,经十路20188号
,,110102,风景名胜公园广场动物园,济南动物园,济泺路87号
,,100105,住宿服务宾馆酒店经济型连锁酒店,如家快捷酒店济南天桥火车站店,东工商河路70号东工商河路和东西丹凤街交叉口向东50米
郑州
,,110105,风景名胜公园广场城市广场,二七广场,西大街21号
,,120201,商务住宅楼宇商务写字楼,地图大厦,红专路71号附2号
,,100103,住宿服务宾馆酒店四星级宾馆,郑飞国际酒店,南三环中段
,,110102,风景名胜公园广场动物园,郑州市动物园,花园路103号
,,100103,住宿服务宾馆酒店四星级宾馆,红珊瑚酒店,二马路20号
,,110101,风景名胜公园广场公园,郑州市人民公园,北二七路97号
,,080601,体育休闲服务影剧院电影院,奥斯卡曼哈顿国际影城,金水路288号曼哈顿18号楼3层
,,060101,购物服务商场购物中心|购物服务商场普通商场,郑州国贸360广场,花园路39号
,,100102,住宿服务宾馆酒店五星级宾馆,永和铂爵国际酒店,金水东路21号
,,080601,体育休闲服务影剧院电影院,万达影城中原万达广场店,中原中路171号万达广场5层
,,110104,风景名胜公园广场水族馆,郑州海洋馆暂停营业,国基路86号
,,110202,风景名胜风景名胜国家级景点,郑州黄河文化公园,江山路黄河南岸1号
,,110202,风景名胜风景名胜国家级景点,中原福塔,航海东路1206号
,,100102,住宿服务宾馆酒店五星级宾馆,郑州美盛喜来登酒店,农业南路
,,060101,购物服务商场购物中心,丹尼斯·大卫城,西太康路与二七路交汇处西北角
,,060101,购物服务商场购物中心,万达广场郑州中原店,中原中路171号
,,100103,住宿服务宾馆酒店四星级宾馆,百顺国际酒店,淮河路与郑密路口
,,110101,风景名胜公园广场公园,碧沙岗,建设东路31号
,,110101,风景名胜公园广场公园,紫荆山公园,金水路108号
,,100102,住宿服务宾馆酒店五星级宾馆,郑州希尔顿酒店,金水路288号
广州
,,110200,风景名胜风景名胜风景名胜,广州塔,阅江西路222号
,,080101,体育休闲服务运动场馆综合体育馆,广州体育馆,白云大道南783号
,,100102,住宿服务宾馆酒店五星级宾馆,花园酒店,环市东路368号
,,110202,风景名胜风景名胜国家级景点,大夫山森林公园,禺山西路668号
,,110102,风景名胜公园广场动物园,广州动物园,先烈中路120号
,,110102,风景名胜公园广场动物园,广州番禺长隆野生动物世界,香江大道593号
,,100102,住宿服务宾馆酒店五星级宾馆,长隆酒店,番禺大道广州长隆旅游度假区
,,110105,风景名胜公园广场城市广场,番禺广场装修中,清河东路338号
,,110202,风景名胜风景名胜国家级景点,莲花山旅游区,西门路123
,,110105,风景名胜公园广场城市广场,陈家祠广场,中山七路恩龙里34号
,,110101,风景名胜公园广场公园,越秀公园,解放北路988号
,,080101,体育休闲服务运动场馆综合体育馆,广州天河体育中心,天河路299号
,,110202,风景名胜风景名胜国家级景点,白云山风景名胜区,广园中路801号
,,110200,风景名胜风景名胜风景名胜,南沙天后宫,天后路88号
,,110202,风景名胜风景名胜国家级景点,宝墨园,沙湾镇紫坭村东安路
,,110204,风景名胜风景名胜纪念馆,中山纪念堂,东风中路299号
,,110200,风景名胜风景名胜风景名胜,沙面岛,沙面南街60号
,,110200,风景名胜风景名胜风景名胜,石门国家森林公园,温泉镇
,,110100,风景名胜公园广场公园广场,海珠广场,泰康街
,,110101,风景名胜公园广场公园,广州文化公园,西堤二马路37号
长沙
,,110202,风景名胜风景名胜国家级景点,长沙生态动物园,芙蓉南路四段729号
,,110105,风景名胜公园广场城市广场,五一广场,黄兴中路
,,110200,风景名胜风景名胜风景名胜,世界之窗,三一大道485号
,,080603,体育休闲服务影剧院剧场,湖南大剧院,韶山北路139号湖南文化大厦1-5层
,,110104,风景名胜公园广场水族馆,长沙海底世界,三一大道501号
,,110200,风景名胜风景名胜风景名胜,橘子洲景区,橘子洲头2号
,,080101,体育休闲服务运动场馆综合体育馆,贺龙体育馆,劳动路358号
,,110101,风景名胜公园广场公园,烈士公园,东风路22号
,,110202,风景名胜风景名胜国家级景点,岳麓山国家重点风景名胜区,登高路58号
,,110202,风景名胜风景名胜国家级景点,长沙石燕湖生态旅游景区,跳马镇
,,110202,风景名胜风景名胜国家级景点,天心阁,天心路17号
,,110200,风景名胜风景名胜风景名胜,太平老街,五一大道与太平街交叉口西南50米
,,100103,住宿服务宾馆酒店四星级宾馆,湖南宾馆,营盘东路193号
,,100103,住宿服务宾馆酒店四星级宾馆,芙蓉华天大酒店,五一大道176号
,,100103,住宿服务宾馆酒店四星级宾馆,紫东阁华天大酒店,远大一路88号
,,120201,商务住宅楼宇商务写字楼,绿地中央广场银杉路,银杉路31号东岳麓大道与银杉路交汇处
,,100104,住宿服务宾馆酒店三星级宾馆,留芳宾馆,留芳岭14号五一广场地区近芙蓉中路
,,110202,风景名胜风景名胜国家级景点,靖港古镇,靖港镇
,,110105,风景名胜公园广场城市广场,东方红广场,麓山南路
,,050108,餐饮服务中餐厅湖南菜湘菜,火宫殿坡子街总店,坡子街127号
武汉
,,110202,风景名胜风景名胜国家级景点,东湖生态旅游风景区,沿湖大道16号
,,080501,体育休闲服务休闲场所游乐场,武汉欢乐谷暂停营业,欢乐大道196号
,,110101,风景名胜公园广场公园,中山公园,解放大道1265号
,,060101,购物服务商场购物中心,武商广场,解放大道688号
,,110104,风景名胜公园广场水族馆,武汉海昌极地海洋公园,金银潭大道96号
,,080101,体育休闲服务运动场馆综合体育馆,洪山体育馆,体育馆路1
,,110200,风景名胜风景名胜风景名胜,昙华林装修中,胭脂路
,,110102,风景名胜公园广场动物园,武汉动物园,动物园路60号
,,110200,风景名胜风景名胜风景名胜,马鞍山森林公园,珞喻东路619号
,,060101,购物服务商场购物中心,万达广场菱角湖店,唐家墩路9号
,,110200,风景名胜风景名胜风景名胜,武汉长江大桥,临江大道19附近
,,110101,风景名胜公园广场公园,汉口江滩,沿江大道
,,060101,购物服务商场购物中心,光谷国际广场,珞喻路889号
,,110205,风景名胜风景名胜寺庙道观,归元禅寺暂停营业,翠微路20号
,,080603,体育休闲服务影剧院剧场,湖北剧院,武昌阅马场西厂口1号
,,110205,风景名胜风景名胜寺庙道观,宝通禅寺,武昌武珞路549号
,,110101,风景名胜公园广场公园,黄鹤楼公园,蛇山西山坡特1号
,,060101,购物服务商场购物中心,鲁巷广场购物中心,珞喻路726号
,,110200,风景名胜风景名胜风景名胜,国立武汉大学牌楼旧,珞珈山路
,,110205,风景名胜风景名胜寺庙道观,长春观暂停营业,武珞路269号近武昌大东门
海口
,,060101,购物服务商场购物中心,明珠广场,海秀东路16号
,,060101,购物服务商场购物中心|商务住宅商务住宅相关商务住宅相关,新城吾悦广场,迎宾大道18号
,,110200,风景名胜风景名胜风景名胜,观澜湖华谊冯小刚电影公社,龙昆南路延长线羊山大道19号
,,110202,风景名胜风景名胜国家级景点,火山口国家地质公园,石山镇风景路89号
,,110203,风景名胜风景名胜省级景点,万绿园,滨海大道38号
,,110105,风景名胜公园广场城市广场,海航日月广场,国兴大道
,,100103,住宿服务宾馆酒店四星级宾馆,宝华海景大酒店龙华店,滨海大道69号
,,100103,住宿服务宾馆酒店四星级宾馆,丽华大酒店,凤翔栋路158号
,,110202,风景名胜风景名胜国家级景点,海口五公祠,海府路169号
,,110101,风景名胜公园广场公园,金牛岭公园,海秀中路102号
,,100000,住宿服务住宿服务相关住宿服务相关,永嘉大酒店海口南海大道店,南海大道75号
,,080601,体育休闲服务影剧院电影院,奥斯卡亚豪国际影城,南海大道亚洲豪苑城市广场2号楼22号
,,060102,购物服务商场普通商场,上邦百汇城,金龙路11号
,,100102,住宿服务宾馆酒店五星级宾馆,海口鲁能希尔顿酒店,琼山大道2号
,,100103,住宿服务宾馆酒店四星级宾馆,太阳城大酒店,龙华路16号
,,100102,住宿服务宾馆酒店五星级宾馆,海口希尔顿酒店,滨海大道109-9号
,,110101,风景名胜公园广场公园,海口人民公园,公园路3号
,,060101,购物服务商场购物中心,万国大都会,大同路24号
,,100102,住宿服务宾馆酒店五星级宾馆,明光胜意大酒店,南海大道9号
,,110101,风景名胜公园广场公园,白沙门公园,海甸六东路与人民大道交汇处
成都
,,110105,风景名胜公园广场城市广场,天府广场,人民南路一段86号
,,080501,体育休闲服务休闲场所游乐场,欢乐谷,西华大道16号
,,110202,风景名胜风景名胜国家级景点,人民公园,小南街8号
,,110200,风景名胜风景名胜风景名胜,文化公园-青羊宫,一环路西二段9号
,,110102,风景名胜公园广场动物园,成都动物园,昭觉寺南路234号
,,110202,风景名胜风景名胜国家级景点,成都大熊猫繁育研究基地,熊猫大道1375号
,,110205,风景名胜风景名胜寺庙道观,文殊院,文殊院街66号
,,061000,购物服务特色商业街特色商业街|风景名胜风景名胜相关旅游景点,宽窄巷子景区,金河路口宽窄巷子
,,080101,体育休闲服务运动场馆综合体育馆,四川省体育馆,人民南路4段8号
,,110202,风景名胜风景名胜国家级景点,黄龙溪,黄龙溪镇黄金路70号
,,110101,风景名胜公园广场公园,望江楼公园,望江路30号近四川大学东门
,,110104,风景名胜公园广场水族馆,成都海昌极地海洋公园,海洋路68号
,,110200,风景名胜风景名胜风景名胜,金龙长城,洛带镇
,,120201,商务住宅楼宇商务写字楼,成都IFS,红星路三段1号
,,100102,住宿服务宾馆酒店五星级宾馆,锦江宾馆,人民南路二段80号
,,100102,住宿服务宾馆酒店五星级宾馆,成都香格里拉大酒店,滨江东路9号
,,110202,风景名胜风景名胜国家级景点,洛带古镇,三峨街
,,060101,购物服务商场购物中心,成都远洋太古里,中纱帽街8号
,,110101,风景名胜公园广场公园,簇锦公园,福锦路二段268号
,,100103,住宿服务宾馆酒店四星级宾馆,瑞城名人酒店,人民中路二段68号
贵阳
,,100102,住宿服务宾馆酒店五星级宾馆,贵阳凯宾斯基大酒店,护国路68号
,,110105,风景名胜公园广场城市广场,大十字广场,中华中路4号
,,110202,风景名胜风景名胜国家级景点,青岩古镇,青岩镇
,,100102,住宿服务宾馆酒店五星级宾馆,贵阳世纪金源大饭店,北京西路6号
,,100102,住宿服务宾馆酒店五星级宾馆,贵阳铂尔曼大酒店,解放路100号
,,110200,风景名胜风景名胜风景名胜,甲秀楼,翠微巷8号
,,100103,住宿服务宾馆酒店四星级宾馆,雅迪尔国际大酒店,中华南路7号
,,080601,体育休闲服务影剧院电影院,银座影城银座商务大厦店,中山东路小十字32号银座商务大厦3层
,,120201,商务住宅楼宇商务写字楼,德福中心,黔灵山路与长岭南路交界处绿地环保旁
,,120201,商务住宅楼宇商务写字楼,金利大厦百挑路,百挑路和都匀路交口高新区政府旁
,,120302,商务住宅住宅区住宅小区,中天会展城A区,长岭北路1号
,,100103,住宿服务宾馆酒店四星级宾馆,浙江大酒店,花溪大道北段91号
,,120302,商务住宅住宅区住宅小区,贵阳世纪城,珍珠泉北街
,,110203,风景名胜风景名胜省级景点,花溪公园,花溪大道南段3108号
